id,s_kingdom,s_class,name,s_current_listing,s_english_name1,s_english_name2,s_type,s_order,s_family
ecites_species_170,Animalia,Aves,Amazona mercenaria,II,"Scaly-naped Amazon, Scaly-naped Parrot",Asiatic Softshell Turtle,Fauna,,
ecites_species_171,Animalia,Aves,Amazona ochrocephala,II,"Yellow-crowned Amazon, Yellow-crowned Parrot, Yellow-fronted Amazon","Auckland Islands Flightless Teal, Brown Teal, Flightless Teal",Fauna,,
ecites_species_172,Animalia,Aves,Amazona oratrix,I,"Yellow-headed Amazon, Yellow-headed Parrot","Bernier's Teal, Madagascar Teal",Fauna,,
ecites_species_173,Animalia,Aves,Amazona pretrei,I,"Red-spectacled Amazon, Red-spectacled Parrot","New Zealand Brown Duck, New Zealand Brown Teal",Fauna,,
ecites_species_174,Animalia,Aves,Amazona rhodocorytha,I,"Red-browed Amazon, Red-browed Parrot, Red-topped Amazon, Red-topped Parrot",Baikal Teal,Fauna,,
ecites_species_175,Animalia,Aves,Amazona tucumana,I,"Alder Parrot, Tucuman Amazon, Tucuman Parrot","Laysan Duck, Laysan Teal",Fauna,,
ecites_species_176,Animalia,Aves,Amazona ventralis,II,"Hispaniolan Amazon, Hispaniolan Parrot","Campbell Island Flightless Teal, Campbell Island Teal",Fauna,,
ecites_species_177,Animalia,Aves,Amazona versicolor,I,"Saint Lucia Amazon, Saint Lucia Parrot","Indian Treeshrew, Madras Treeshrew",Fauna,,
ecites_species_178,Animalia,Aves,Amazona vinacea,I,"Vinaceous Amazon, Vinaceous Parrot",Collins's Poison Frog,Fauna,,
ecites_species_179,Animalia,Aves,Amazona viridigenalis,I,"Green-cheeked Amazon, Green-cheeked Parrot, Red-crowned Amazon, Red-crowned Parrot","Alto de Buey Poison Frog, Golden Poison Frog",Fauna,,
ecites_species_180,Animalia,Aves,Amazona vittata,I,"Puerto Rican Amazon, Puerto Rican Parrot, Red-fronted Amazon",Cauca Poison Frog,Fauna,,
ecites_species_181,Animalia,Aves,Amazona xantholora,II,"Yellow-lored Amazon, Yellow-lored Parrot, Yucatan Parrot",Yellow-bellied Poison Frog,Fauna,,
ecites_species_182,Animalia,Aves,Amazona xanthops,II,"Yellow-faced Amazon, Yellow-faced Parrot",Blue-bellied Poison Frog,Fauna,,
ecites_species_183,Animalia,Reptilia,Amblyrhynchus cristatus,II,"Galapagos Marine Iguana, Marine Iguana, Sea Iguana",Andean Poison Frog,Fauna,,
ecites_species_184,Animalia,Amphibia,Ambystoma dumerilii,II,"Achoque, Lake Patzcuaro Salamander",Green Poison Frog,Fauna,,
ecites_species_185,Animalia,Amphibia,Ambystoma mexicanum,II,Axolotl,Santander Poison Frog,Fauna,,
ecites_species_186,Animalia,Amphibia,Ameerega andina,II,La Planada Poison Frog,Japanese Giant Salamander,Fauna,,
ecites_species_187,Animalia,Amphibia,Ameerega bassleri,II,Pleasing Poison Frog,Tooth-billed Hummingbird,Fauna,,
ecites_species_188,Animalia,Amphibia,Ameerega bilinguis,II,"Ecuadorean Poison Frog, Ecuador Poison Frog",Hyacinth Macaw,Fauna,,
ecites_species_189,Animalia,Amphibia,Ameerega boliviana,II,Bolivian Poison Frog,"ChimantÌÁ Poison Frog, Gorzula's Poison Frog, Tepui Poison Frog",Fauna,,
ecites_species_190,Animalia,Amphibia,Ameerega erythromos,II,Palenque Poison Frog,"Assam Brown-backed Hornbill, Brown Hornbill, Tickell's Brown Hornbill",Fauna,,
ecites_species_191,Animalia,Amphibia,Ameerega ingeri,II,Niceforo's Poison Frog,"Large-blotched Python, Stimson's Python",Fauna,,
ecites_species_192,Animalia,Amphibia,Ameerega macero,II,Manu Poison Frog,"Indian Pied Hornbill, Malaysian Pied-Hornbill, Northern Pied-Hornbill, Oriental Pied-Hornbill, Sunda Pied Hornbill",Fauna,,
ecites_species_193,Animalia,Amphibia,Ameerega maculata,II,Confusing Poison Frog,"Malabar Pied-Hornbill, Pied Hornbill",Fauna,,
ecites_species_194,Animalia,Amphibia,Ameerega parvula,II,Ruby Poison Frog,"Asian Black Hornbill, Black Hornbill, Malaysian Black Hornbill",Fauna,,
ecites_species_195,Animalia,Amphibia,Ameerega petersi,II,Peruvian Poison Frog,"Antillean Mango, Dominican Mango",Fauna,,
ecites_species_196,Animalia,Amphibia,Ameerega picta,II,Spot-legged Poison Frog,Jamaican Mango,Fauna,,
ecites_species_197,Animalia,Amphibia,Ameerega pulchripecta,II,"Beautiful-breasted Poison Frog, Blue-breasted Poison Frog, Silverstone‰Ûªs Poison Frog",Fiery-tailed Awlbill,Fauna,,
ecites_species_198,Animalia,Amphibia,Ameerega silverstonei,II,Silverstone's Poison Frog,Green-throated Mango,Fauna,,
ecites_species_199,Animalia,Amphibia,Ameerega smaragdina,II,Emerald Poison Frog,"Blue Crane, Stanley Crane",Fauna,,
ecites_species_200,Animalia,Amphibia,Ameerega trivittata,II,Three-striped Poison Frog,Demoiselle Crane,Fauna,,
ecites_species_201,Animalia,Amphibia,Amietophrynus channingi,I,"Cameroon Toad, Zaire Toad","African Clawless Otter, Cape Clawless Otter",Fauna,,
ecites_species_202,Animalia,Amphibia,Amietophrynus superciliaris,I,"Cameroon Toad, Zaire Toad","Cameroon Clawless Otter, Small-toothed Clawless Otter, Swamp Otter",Fauna,,
ecites_species_203,Animalia,Mammalia,Ammotragus lervia,II,"Aoudad, Barbary Sheep, Uaddan","Oriental Small-clawed Otter, Small-clawed Otter",Fauna,,
ecites_species_204,Animalia,Reptilia,Amyda cartilaginea,II,Asiatic Softshell Turtle,Azara's Night Monkey,Fauna,,
ecites_species_205,Animalia,Aves,Anas aucklandica,I,"Auckland Islands Flightless Teal, Brown Teal, Flightless Teal",Hershkovitz's Night Monkey,Fauna,,
ecites_species_206,Animalia,Aves,Anas bernieri,II,"Bernier's Teal, Madagascar Teal",Lemurine Night Monkey,Fauna,,
ecites_species_207,Animalia,Aves,Anas chlorotis,I,"New Zealand Brown Duck, New Zealand Brown Teal",Andean Night Monkey,Fauna,,
ecites_species_208,Animalia,Aves,Anas formosa,II,Baikal Teal,Ma's Night Monkey,Fauna,,
ecites_species_209,Animalia,Aves,Anas laysanensis,I,"Laysan Duck, Laysan Teal","Black-headed Night Monkey, Peruvian Night Monkey",Fauna,,
ecites_species_210,Animalia,Aves,Anas nesiotis,I,"Campbell Island Flightless Teal, Campbell Island Teal","Douroucouli, Night Monkey, Owl Monkey",Fauna,,
ecites_species_211,Animalia,Mammalia,Anathana ellioti,II,"Indian Treeshrew, Madras Treeshrew",Spiny Softshell Turtle,Fauna,,
ecites_species_212,Animalia,Amphibia,Andinobates abditus,II,Collins's Poison Frog,Sombre Hummingbird,Fauna,,
ecites_species_213,Animalia,Amphibia,Andinobates altobueyensis,II,"Alto de Buey Poison Frog, Golden Poison Frog","Chihuahua Rose-grey Tarantula, Mexican Grey Tarantula",Fauna,,
ecites_species_214,Animalia,Amphibia,Andinobates bombetes,II,Cauca Poison Frog,Papuan Python,Fauna,,
ecites_species_215,Animalia,Amphibia,Andinobates fulguritus,II,Yellow-bellied Poison Frog,Golden Eagle,Fauna,,
ecites_species_216,Animalia,Amphibia,Andinobates minutus,II,Blue-bellied Poison Frog,Gurney's Eagle,Fauna,,
ecites_species_217,Animalia,Amphibia,Andinobates opisthomelas,II,Andean Poison Frog,Indian Spotted Eagle,Fauna,,
ecites_species_218,Animalia,Amphibia,Andinobates viridis,II,Green Poison Frog,Steppe Eagle,Fauna,,
ecites_species_219,Animalia,Amphibia,Andinobates virolensis,II,Santander Poison Frog,Lesser Spotted Eagle,Fauna,,
ecites_species_220,Animalia,Amphibia,Andrias davidianus,I,Chinese Giant Salamander,Tawny Eagle,Fauna,,
ecites_species_221,Animalia,Amphibia,Andrias japonicus,I,Japanese Giant Salamander,"African Black Eagle, Black Eagle, Verreaux's Eagle",Fauna,,
ecites_species_222,Animalia,Aves,Androdon aequatorialis,II,Tooth-billed Hummingbird,"Buffon's Macaw, Great Green Macaw",Fauna,,
ecites_species_223,Animalia,Aves,Anodorhynchus glaucus,I,Glaucous Macaw,"Blue-and-gold Macaw, Blue-and-yellow Macaw",Fauna,,
ecites_species_224,Animalia,Aves,Anodorhynchus hyacinthinus,I,Hyacinth Macaw,"Green-winged Macaw, Red-and-green Macaw",Fauna,,
ecites_species_225,Animalia,Aves,Anodorhynchus leari,I,"Indigo Macaw, Lear's Macaw",Blue-throated Macaw,Fauna,,
ecites_species_226,Animalia,Amphibia,Anomaloglossus rufulus,II,"ChimantÌÁ Poison Frog, Gorzula's Poison Frog, Tepui Poison Frog",Scarlet Macaw,Fauna,,
ecites_species_227,Animalia,Aves,Anopetia gounellei,II,Broad-tipped Hermit,Military Macaw,Fauna,,
ecites_species_228,Animalia,Aves,Anorrhinus galeritus,II,Bushy-crested Hornbill,Red-fronted Macaw,Fauna,,
ecites_species_229,Animalia,Aves,Anorrhinus tickelli,II,"Assam Brown-backed Hornbill, Brown Hornbill, Tickell's Brown Hornbill","Chestnut-fronted Macaw, Severe Macaw",Fauna,,
ecites_species_230,Animalia,Reptilia,Antaresia childreni,II,Children's (Rock) Python,"Blue-crowned Conure, Blue-crowned Parakeet",Fauna,,
ecites_species_231,Animalia,Reptilia,Antaresia maculosa,II,Spotted Python,"Golden-crowned Conure, Peach-fronted Conure, Peach-fronted Parakeet",Fauna,,
ecites_species_232,Animalia,Reptilia,Antaresia perthensis,II,"Perth Pygmy Python, Pygmy Python","Golden-capped Conure, Golden-capped Parakeet",Fauna,,
ecites_species_233,Animalia,Reptilia,Antaresia stimsoni,II,"Large-blotched Python, Stimson's Python","Caatinga Parakeet, Cactus Conure, Cactus Parakeet",Fauna,,
ecites_species_234,Animalia,Aves,Anthocephala floriceps,II,Blossomcrown,"Orange-fronted Conure, Orange-fronted Parakeet",Fauna,,
ecites_species_235,Animalia,Aves,Anthracoceros albirostris,II,"Indian Pied Hornbill, Malaysian Pied-Hornbill, Northern Pied-Hornbill, Oriental Pied-Hornbill, Sunda Pied Hornbill","Hispaniolan Conure, Hispaniolan Parakeet",Fauna,,
ecites_species_236,Animalia,Aves,Anthracoceros coronatus,II,"Malabar Pied-Hornbill, Pied Hornbill","Red-masked Conure, Red-masked Parakeet",Fauna,,
ecites_species_237,Animalia,Aves,Anthracoceros malayanus,II,"Asian Black Hornbill, Black Hornbill, Malaysian Black Hornbill","Cuban Conure, Cuban Parakeet",Fauna,,
ecites_species_238,Animalia,Aves,Anthracoceros marchei,II,Palawan Hornbill,"Crimson-fronted Conure, Crimson-fronted Parakeet, Finsch's Conure",Fauna,,
ecites_species_239,Animalia,Aves,Anthracoceros montani,II,Sulu Hornbill,"Green Conure, Green Parakeet",Fauna,,
ecites_species_240,Animalia,Aves,Anthracothorax dominicus,II,"Antillean Mango, Dominican Mango","Jandaya Conure, Jandaya Parakeet, Yellow-headed Parakeet",Fauna,,
ecites_species_241,Animalia,Aves,Anthracothorax mango,II,Jamaican Mango,"White-eyed Conure, White-eyed Parakeet",Fauna,,
ecites_species_242,Animalia,Aves,Anthracothorax nigricollis,II,Black-throated Mango,Sulphur-breasted Parakeet,Fauna,,
ecites_species_243,Animalia,Aves,Anthracothorax prevostii,II,Green-breasted Mango,"Mitred Conure, Mitred Parakeet",Fauna,,
ecites_species_244,Animalia,Aves,Anthracothorax recurvirostris,II,Fiery-tailed Awlbill,"Aztec Parakeet, Olive-throated Conure, Olive-throated Parakeet",Fauna,,
ecites_species_245,Animalia,Aves,Anthracothorax veraguensis,II,Veraguan Mango,"Brown-throated Conure, Brown-throated Parakeet",Fauna,,
ecites_species_246,Animalia,Aves,Anthracothorax viridigula,II,Green-throated Mango,"Sun Conure, Sun Parakeet",Fauna,,
ecites_species_247,Animalia,Aves,Anthracothorax viridis,II,Green Mango,Pacific Parakeet,Fauna,,
ecites_species_248,Animalia,Aves,Anthropoides paradiseus,II,"Blue Crane, Stanley Crane","Red-fronted Conure, Scarlet-fronted Parakeet",Fauna,,
ecites_species_249,Animalia,Aves,Anthropoides virgo,II,Demoiselle Crane,"Dusky-headed Conure, Dusky-headed Parakeet",Fauna,,
ecites_species_250,Animalia,Mammalia,Antilocapra americana,I,"Mexican Pronghorn, Pronghorn",Tiger Chameleon,Fauna,,
ecites_species_251,Animalia,Mammalia,Antilope cervicapra,III,"Blackbuck, Sasin",Black-chinned Hummingbird,Fauna,,
ecites_species_252,Animalia,Mammalia,Aonyx capensis,I/II,"African Clawless Otter, Cape Clawless Otter",Ruby-throated Hummingbird,Fauna,,
ecites_species_253,Animalia,Mammalia,Aonyx capensis microdon,I,"Cameroon Clawless Otter, Small-toothed Clawless Otter, Swamp Otter","Bearcat, Binturong",Fauna,,
ecites_species_254,Animalia,Mammalia,Aonyx cinerea,II,"Oriental Small-clawed Otter, Small-clawed Otter",Golden Potto,Fauna,,
ecites_species_255,Animalia,Mammalia,Aotus azarae,II,Azara's Night Monkey,Angwantibo,Fauna,,
ecites_species_256,Animalia,Mammalia,Aotus hershkovitzi,II,Hershkovitz's Night Monkey,Arabian Bustard,Fauna,,
ecites_species_257,Animalia,Mammalia,Aotus lemurinus,II,Lemurine Night Monkey,Kori Bustard,Fauna,,
ecites_species_258,Animalia,Mammalia,Aotus miconax,II,Andean Night Monkey,"Great Indian Bustard, Indian Bustard",Fauna,,
ecites_species_259,Animalia,Mammalia,Aotus nancymaae,II,Ma's Night Monkey,"Argus Pheasant, Great Argus",Fauna,,
ecites_species_260,Animalia,Mammalia,Aotus nigriceps,II,"Black-headed Night Monkey, Peruvian Night Monkey","White-winged Duck, White-winged Wood Duck",Fauna,,
ecites_species_261,Animalia,Mammalia,Aotus trivirgatus,II,"Douroucouli, Night Monkey, Owl Monkey","Abyssinian Long-eared Owl, Abyssinian Owl",Fauna,,
ecites_species_262,Animalia,Reptilia,Apalone spinifera,I/III,Spiny Softshell Turtle,Long-eared Owl,Fauna,,
ecites_species_263,Animalia,Reptilia,Apalone spinifera atra,I,"Black Spiny Softshell Turtle, Cuatro Cienegas Softshell",Stygian Owl,Fauna,,
ecites_species_264,Animalia,Aves,Aphantochroa cirrochloris,II,Sombre Hummingbird,"Black-headed Python, Woma",Fauna,,
ecites_species_265,Animalia,Arachnida,Aphonopelma pallidum,II,"Chihuahua Rose-grey Tarantula, Mexican Grey Tarantula","Ribbon-tailed Astrapia, Ribbon-tailed Bird-of-paradise",Fauna,,
ecites_species_266,Animalia,Reptilia,Apodora papuana,II,Papuan Python,Arfak Astrapia,Fauna,,
ecites_species_267,Animalia,Aves,Aprosmictus erythropterus,II,Red-winged Parrot,Huon Astrapia,Fauna,,
ecites_species_268,Animalia,Aves,Aprosmictus jonquillaceus,II,"Olive-shouldered Parrot, Timor Red-winged Parrot",Splendid Astrapia,Fauna,,
ecites_species_269,Animalia,Aves,Aquila adalberti,I,"Adalbert's Eagle, Spanish Imperial Eagle, White-shouldered Eagle","Princess Stephanie's Bird-of-paradise, Stephanie's Astrapia",Fauna,,
ecites_species_270,Animalia,Aves,Aquila audax,II,Wedge-tailed Eagle,Radiated Tortoise,Fauna,,
ecites_species_271,Animalia,Aves,Aquila chrysaetos,II,Golden Eagle,"Angonoka, Madagascar Angulated Tortoise, Madagascar Tortoise",Fauna,,
ecites_species_272,Animalia,Aves,Aquila clanga,II,"Greater Spotted Eagle, Spotted Eagle",Grey-lined Hawk,Fauna,,
ecites_species_273,Animalia,Aves,Aquila gurneyi,II,Gurney's Eagle,"Long-haired Spider Monkey, White-bellied Spider Monkey",Fauna,,
ecites_species_274,Animalia,Aves,Aquila hastata,II,Indian Spotted Eagle,Black-faced Black Spider Monkey,Fauna,,
ecites_species_275,Animalia,Aves,Aquila heliaca,I,"Eastern Imperial Eagle, Imperial Eagle",Brown-headed Spider Monkey,Fauna,,
ecites_species_276,Animalia,Aves,Aquila nipalensis,II,Steppe Eagle,"Black-handed Spider Monkey, Geoffroy's Spider Monkey",Fauna,,
ecites_species_277,Animalia,Aves,Aquila pomarina,II,Lesser Spotted Eagle,"Black-browed Spider Monkey, Red-bellied Spider Monkey",Fauna,,
ecites_species_278,Animalia,Aves,Aquila rapax,II,Tawny Eagle,"Panama Spider Monkey, Red Spider Monkey",Fauna,,
ecites_species_279,Animalia,Aves,Aquila verreauxii,II,"African Black Eagle, Black Eagle, Verreaux's Eagle",Hybrid Spider Monkey,Fauna,,
ecites_species_280,Animalia,Aves,Ara ambiguus,I,"Buffon's Macaw, Great Green Macaw",White-whiskered Spider Monkey,Fauna,,
ecites_species_281,Animalia,Aves,Ara ararauna,II,"Blue-and-gold Macaw, Blue-and-yellow Macaw",Red-faced Black Spider Monkey,Fauna,,
ecites_species_282,Animalia,Aves,Ara chloropterus,II,"Green-winged Macaw, Red-and-green Macaw","Cerro Campana Stubfoot Toad, Golden Arrow Poison Frog, Golden Frog, Zetek's Golden Frog",Fauna,,
ecites_species_283,Animalia,Aves,Ara glaucogularis,I,Blue-throated Macaw,"Spotted Little Owl, Spotted Owlet",Fauna,,
ecites_species_284,Animalia,Aves,Ara macao,I,Scarlet Macaw,Burrowing Owl,Fauna,,
ecites_species_285,Animalia,Aves,Ara militaris,I,Military Macaw,"Little Owl, Northern Little Owl, Tibet Owlet",Fauna,,
ecites_species_286,Animalia,Aves,Ara rubrogenys,I,Red-fronted Macaw,"Olivaceous Keelback, Olive Keelback, Split Keelback",Fauna,,
ecites_species_287,Animalia,Aves,Ara severus,II,"Chestnut-fronted Macaw, Severe Macaw","Noisy Scrub-bird, Western Scrub-bird",Fauna,,
ecites_species_288,Animalia,Aves,Aratinga acuticaudata,II,"Blue-crowned Conure, Blue-crowned Parakeet",Malabar Rose,Fauna,,
ecites_species_289,Animalia,Aves,Aratinga aurea,II,"Golden-crowned Conure, Peach-fronted Conure, Peach-fronted Parakeet",Wine-throated Hummingbird,Fauna,,
ecites_species_290,Animalia,Aves,Aratinga auricapillus,II,"Golden-capped Conure, Golden-capped Parakeet",Bumblebee Hummingbird,Fauna,,
ecites_species_291,Animalia,Aves,Aratinga cactorum,II,"Caatinga Parakeet, Cactus Conure, Cactus Parakeet",Hooded Visorbearer,Fauna,,
ecites_species_292,Animalia,Aves,Aratinga canicularis,II,"Orange-fronted Conure, Orange-fronted Parakeet",Hyacinth Visorbearer,Fauna,,
ecites_species_293,Animalia,Aves,Aratinga chloroptera,II,"Hispaniolan Conure, Hispaniolan Parakeet","Avahi, Eastern Avahi, Eastern Woolly Lemur, Woolly Indris, Woolly Lemur",Fauna,,
ecites_species_294,Animalia,Aves,Aratinga erythrogenys,II,"Red-masked Conure, Red-masked Parakeet","Western Avahi, Western Woolly Lemur",Fauna,,
ecites_species_295,Animalia,Aves,Aratinga euops,II,"Cuban Conure, Cuban Parakeet",Unicoloured Avahi,Fauna,,
ecites_species_296,Animalia,Aves,Aratinga finschi,II,"Crimson-fronted Conure, Crimson-fronted Parakeet, Finsch's Conure","African Baza, African Cuckoo-Falcon, African Cuckoo-Hawk",Fauna,,
ecites_species_297,Animalia,Aves,Aratinga holochlora,II,"Green Conure, Green Parakeet","Asian Baza, Jerdon's Baza",Fauna,,
ecites_species_298,Animalia,Aves,Aratinga jandaya,II,"Jandaya Conure, Jandaya Parakeet, Yellow-headed Parakeet",Black Baza,Fauna,,
ecites_species_299,Animalia,Aves,Aratinga leucophthalma,II,"White-eyed Conure, White-eyed Parakeet","Madagascar Baza, Madagascar Cuckoo-Falcon, Madagascar Cuckoo-Hawk",Fauna,,
ecites_species_300,Animalia,Aves,Aratinga maculata,II,Sulphur-breasted Parakeet,"Crested Baza, Pacific Baza",Fauna,,
ecites_species_301,Animalia,Aves,Aratinga mitrata,II,"Mitred Conure, Mitred Parakeet","Calamian Deer, Calamian Hog Deer",Fauna,,
ecites_species_302,Animalia,Aves,Aratinga nana,II,"Aztec Parakeet, Olive-throated Conure, Olive-throated Parakeet","Bawean Deer, Kuhl's Hog Deer",Fauna,,
ecites_species_303,Animalia,Aves,Aratinga pertinax,II,"Brown-throated Conure, Brown-throated Parakeet",Hog Deer,Fauna,,
ecites_species_304,Animalia,Aves,Aratinga solstitialis,II,"Sun Conure, Sun Parakeet","Ganges Hog Deer, Indochinese Hog Deer, Thai Hog Deer",Fauna,,
ecites_species_305,Animalia,Aves,Aratinga strenua,II,Pacific Parakeet,"Babiroussa, Babirusa, Deer Hog",Fauna,,
ecites_species_306,Animalia,Aves,Aratinga wagleri,II,"Red-fronted Conure, Scarlet-fronted Parakeet",Bola Batu Babirusa,Fauna,,
ecites_species_307,Animalia,Aves,Aratinga weddellii,II,"Dusky-headed Conure, Dusky-headed Parakeet",North Sulawesi Babirusa,Fauna,,
ecites_species_308,Animalia,Reptilia,Archaius tigris,II,Tiger Chameleon,Malenge Babirusa,Fauna,,
ecites_species_309,Animalia,Aves,Archilochus alexandri,II,Black-chinned Hummingbird,Saffron Toucanet,Fauna,,
ecites_species_310,Animalia,Aves,Archilochus colubris,II,Ruby-throated Hummingbird,"Shoebill, Whale-headed Stork",Fauna,,
ecites_species_311,Animalia,Mammalia,Arctictis binturong,III,"Bearcat, Binturong","Black Crowned-crane, West African Crowned Crane",Fauna,,
ecites_species_312,Animalia,Mammalia,Arctocebus aureus,II,Golden Potto,"Grey Crowned-crane, Grey Crowned-Crane, South African Crowned Crane",Fauna,,
ecites_species_313,Animalia,Mammalia,Arctocebus calabarensis,II,Angwantibo,"Australian Ringneck, Port Lincoln Ringneck, Twenty-eight Parakeet",Fauna,,
ecites_species_314,Animalia,Aves,Ardeotis arabs,II,Arabian Bustard,White-eared Hummingbird,Fauna,,
ecites_species_315,Animalia,Aves,Ardeotis australis,II,Australian Bustard,"Black-fronted Hummingbird, Xantus's Hummingbird",Fauna,,
ecites_species_316,Animalia,Aves,Ardeotis kori,II,Kori Bustard,"Bushy-tailed Olingo, Olingo",Fauna,,
ecites_species_317,Animalia,Aves,Ardeotis nigriceps,I,"Great Indian Bustard, Indian Bustard","Cacomistle, Central American Cacomistle",Fauna,,
ecites_species_318,Animalia,Aves,Argusianus argus,II,"Argus Pheasant, Great Argus",Southern River  Terrapin,Fauna,,
ecites_species_319,Animalia,Aves,Asarcornis scutulata,I,"White-winged Duck, White-winged Wood Duck","Batagur, Common Batagur, Four-toed Terrapin, River Terrapin",Fauna,,
ecites_species_320,Animalia,Aves,Asio abyssinicus,II,"Abyssinian Long-eared Owl, Abyssinian Owl","Painted Batagur, Painted Terrapin, Saw-jawed Turtle, Three-striped Batagur",Fauna,,
ecites_species_321,Animalia,Aves,Asio capensis,II,"African Marsh Owl, Marsh Owl","Dhongoka Roofed Turtle, Three-striped Roofed Turtle",Fauna,,
ecites_species_322,Animalia,Aves,Asio flammeus,II,Short-eared Owl,"Bengal Roof Turtle, Red-crowned Roofed Turtle, Sail Terrapin",Fauna,,
ecites_species_323,Animalia,Aves,Asio madagascariensis,II,Madagascar Owl,Burmese Roofed Turtle,Fauna,,
ecites_species_324,Animalia,Aves,Asio otus,II,Long-eared Owl,"Asian White-crested Hornbill, Long-crested Hornbill, White-crested Hornbill, White-crowned Hornbill",Fauna,,
ecites_species_325,Animalia,Aves,Asio stygius,II,Stygian Owl,"Eastern Bettong, Tasmanian Bettong, Tasmanian Rat Kangaroo",Fauna,,
ecites_species_326,Animalia,Reptilia,Aspidites melanocephalus,II,"Black-headed Python, Woma","Boodie, Burrowing Bettong, Lesueur's Rat Kangaroo",Fauna,,
ecites_species_327,Animalia,Reptilia,Aspidites ramsayi,II,"Ramsay's Python, Woma","Brush-tailed Bettong, Brush-tailed Rat Kangaroo, Woylie",Fauna,,
ecites_species_328,Animalia,Aves,Astrapia mayeri,II,"Ribbon-tailed Astrapia, Ribbon-tailed Bird-of-paradise",Northern Bettong,Fauna,,
ecites_species_329,Animalia,Aves,Astrapia nigra,II,Arfak Astrapia,Bhutan Glory,Fauna,,
ecites_species_330,Animalia,Aves,Astrapia rothschildi,II,Huon Astrapia,Ludlow's Bhutan Swallowtail,Fauna,,
ecites_species_331,Animalia,Aves,Astrapia splendidissima,II,Splendid Astrapia,Mansfield's Three-tailed Swallowtail,Fauna,,
ecites_species_332,Animalia,Aves,Astrapia stephaniae,II,"Princess Stephanie's Bird-of-paradise, Stephanie's Astrapia",Chinese Three-tailed Swallowtail,Fauna,,
